,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
4059760,2015,9,10,4,WN,2982,N7705A,MSY,ATL,630,625.0,-5.0,32.0,657.0,90.0,106.0,64.0,425,901.0,10.0,900,911.0,11.0,0,0,,,,,,
5464248,2015,12,9,3,AA,166,N872AA,BOS,LAX,640,635.0,-5.0,15.0,650.0,402.0,394.0,349.0,2611,939.0,30.0,1022,1009.0,-13.0,0,0,,,,,,
3927064,2015,9,1,2,DL,2652,N973DL,EWR,MSP,1125,1131.0,6.0,13.0,1144.0,173.0,157.0,138.0,1008,1302.0,6.0,1318,1308.0,-10.0,0,0,,,,,,
5360992,2015,12,2,3,OO,5490,N964SW,PSP,SFO,1044,1041.0,-3.0,18.0,1059.0,96.0,90.0,69.0,421,1208.0,3.0,1220,1211.0,-9.0,0,0,,,,,,
5472307,2015,12,9,3,AA,324,N3AUAA,DCA,ORD,1459,1500.0,1.0,16.0,1516.0,146.0,120.0,98.0,612,1554.0,6.0,1625,1600.0,-25.0,0,0,,,,,,
5100066,2015,11,15,7,WN,2333,N284WN,RDU,MDW,1315,1319.0,4.0,10.0,1329.0,120.0,110.0,94.0,632,1403.0,6.0,1415,1409.0,-6.0,0,0,,,,,,
1432475,2015,4,2,4,OO,5570,N127SY,DFW,ORD,1710,1701.0,-9.0,19.0,1720.0,146.0,132.0,107.0,802,1907.0,6.0,1936,1913.0,-23.0,0,0,,,,,,
2285294,2015,5,25,1,F9,901,N927FR,TTN,ATL,1850,1836.0,-14.0,10.0,1846.0,128.0,142.0,121.0,701,2047.0,11.0,2058,2058.0,0.0,0,0,,,,,,
2454447,2015,6,5,5,UA,1946,N37464,SFO,BOS,619,617.0,-2.0,18.0,635.0,349.0,346.0,318.0,2704,1453.0,10.0,1508,1503.0,-5.0,0,0,,,,,,
3339556,2015,7,27,1,AA,2067,N748UW,DTW,PHX,2055,2053.0,-2.0,9.0,2102.0,248.0,251.0,219.0,1671,2141.0,23.0,2203,2204.0,1.0,0,0,,,,,,
160303,2015,1,11,7,HA,395,N493HA,OGG,HNL,1235,1228.0,-7.0,14.0,1242.0,36.0,42.0,24.0,100,1306.0,4.0,1311,1310.0,-1.0,0,0,,,,,,
4427268,2015,10,3,6,OO,4465,N912EV,11823,10397,1500,1456.0,-4.0,18.0,1514.0,106.0,115.0,90.0,508,1644.0,7.0,1646,1651.0,5.0,0,0,,,,,,
2463668,2015,6,5,5,AA,1593,N468AA,DFW,AUS,1510,1504.0,-6.0,13.0,1517.0,63.0,51.0,32.0,190,1549.0,6.0,1613,1555.0,-18.0,0,0,,,,,,
3066973,2015,7,11,6,OO,2895,N699BR,SAN,LAX,1830,2243.0,253.0,20.0,2303.0,47.0,46.0,22.0,109,2325.0,4.0,1917,2329.0,252.0,0,0,,0.0,0.0,0.0,252.0,0.0
490516,2015,2,2,1,F9,904,N948FR,FLL,TTN,1226,1443.0,137.0,14.0,1457.0,163.0,150.0,126.0,1026,1703.0,10.0,1509,1713.0,124.0,0,0,,14.0,0.0,28.0,82.0,0.0
2210829,2015,5,20,3,UA,1910,N75429,ORD,IAH,2058,2056.0,-2.0,22.0,2118.0,161.0,151.0,125.0,925,2323.0,4.0,2339,2327.0,-12.0,0,0,,,,,,
1337236,2015,3,27,5,B6,1271,N729JB,LGA,FLL,1934,2009.0,35.0,17.0,2026.0,184.0,224.0,202.0,1076,2348.0,5.0,2238,2353.0,75.0,0,0,,40.0,0.0,5.0,30.0,0.0
4376087,2015,9,30,3,WN,679,N269WN,PHX,MCI,1150,1149.0,-1.0,11.0,1200.0,150.0,142.0,126.0,1044,1606.0,5.0,1620,1611.0,-9.0,0,0,,,,,,
272647,2015,1,18,7,HA,391,N483HA,ITO,HNL,2034,2023.0,-11.0,9.0,2032.0,49.0,51.0,35.0,216,2107.0,7.0,2123,2114.0,-9.0,0,0,,,,,,
459949,2015,1,31,6,DL,95,N607AT,BNA,ATL,800,805.0,5.0,23.0,828.0,75.0,65.0,35.0,214,1003.0,7.0,1015,1010.0,-5.0,0,0,,,,,,
4570968,2015,10,12,1,EV,4911,N607LR,11433,14492,1737,1732.0,-5.0,20.0,1752.0,99.0,99.0,74.0,501,1906.0,5.0,1916,1911.0,-5.0,0,0,,,,,,
4412790,2015,10,2,5,DL,1942,N969AT,11618,10397,1530,1624.0,54.0,11.0,1635.0,153.0,131.0,115.0,746,1830.0,5.0,1803,1835.0,32.0,0,0,,0.0,0.0,4.0,28.0,0.0
1034504,2015,3,9,1,UA,1173,N38473,IAH,MCO,1253,1251.0,-2.0,16.0,1307.0,133.0,130.0,110.0,854,1557.0,4.0,1606,1601.0,-5.0,0,0,,,,,,
3993013,2015,9,5,6,EV,4736,N17108,ORD,MSN,1220,1218.0,-2.0,30.0,1248.0,56.0,61.0,26.0,108,1314.0,5.0,1316,1319.0,3.0,0,0,,,,,,
784532,2015,2,21,6,DL,2138,N334NB,ATL,DCA,1420,,,,,97.0,,,547,,,1557,,,0,1,B,,,,,
2376762,2015,5,31,7,WN,686,N480WN,SDF,BWI,1300,1257.0,-3.0,6.0,1303.0,90.0,83.0,73.0,495,1416.0,4.0,1430,1420.0,-10.0,0,0,,,,,,
5254313,2015,11,25,3,AS,728,N477AS,SEA,IAD,950,949.0,-1.0,18.0,1007.0,300.0,293.0,269.0,2306,1736.0,6.0,1750,1742.0,-8.0,0,0,,,,,,
84149,2015,1,6,2,EV,5033,N936EV,ATL,ABE,1031,1032.0,1.0,11.0,1043.0,116.0,116.0,100.0,692,1223.0,5.0,1227,1228.0,1.0,0,0,,,,,,
4483853,2015,10,7,3,WN,1924,N786SW,13891,14107,900,858.0,-2.0,7.0,905.0,65.0,64.0,53.0,325,958.0,4.0,1005,1002.0,-3.0,0,0,,,,,,
5154173,2015,11,18,3,B6,1152,N637JB,MCO,BOS,1816,1813.0,-3.0,23.0,1836.0,168.0,175.0,145.0,1121,2101.0,7.0,2104,2108.0,4.0,0,0,,,,,,
3087838,2015,7,13,1,WN,1017,N521SW,AUS,DAL,630,630.0,0.0,9.0,639.0,60.0,53.0,40.0,189,719.0,4.0,730,723.0,-7.0,0,0,,,,,,
1491243,2015,4,6,1,US,626,N586UW,FLL,CLT,1259,1251.0,-8.0,14.0,1305.0,123.0,135.0,94.0,632,1439.0,27.0,1502,1506.0,4.0,0,0,,,,,,
4452231,2015,10,5,1,EV,5203,N608QX,11433,10408,1000,955.0,-5.0,9.0,1004.0,80.0,62.0,49.0,296,953.0,4.0,1020,957.0,-23.0,0,0,,,,,,
2084971,2015,5,13,3,OO,4812,N659BR,DTW,FWA,850,842.0,-8.0,27.0,909.0,60.0,58.0,27.0,128,936.0,4.0,950,940.0,-10.0,0,0,,,,,,
258516,2015,1,17,6,DL,1061,N801DZ,MCO,LAX,1909,1903.0,-6.0,14.0,1917.0,341.0,327.0,305.0,2218,2122.0,8.0,2150,2130.0,-20.0,0,0,,,,,,
5331345,2015,11,30,1,UA,1937,N69810,LAS,IAH,1330,1324.0,-6.0,14.0,1338.0,183.0,166.0,142.0,1222,1800.0,10.0,1833,1810.0,-23.0,0,0,,,,,,
656957,2015,2,13,5,AS,752,N613AS,SEA,MCI,1012,1025.0,13.0,8.0,1033.0,198.0,179.0,166.0,1489,1519.0,5.0,1530,1524.0,-6.0,0,0,,,,,,
2202467,2015,5,20,3,WN,3661,N560WN,PHX,MDW,1220,1228.0,8.0,15.0,1243.0,190.0,190.0,162.0,1444,1725.0,13.0,1730,1738.0,8.0,0,0,,,,,,
555603,2015,2,6,5,OO,5264,N742SK,MEM,IAH,1457,1453.0,-4.0,20.0,1513.0,105.0,106.0,77.0,468,1630.0,9.0,1642,1639.0,-3.0,0,0,,,,,,
1796671,2015,4,25,6,WN,2789,N8326F,LAS,JAX,945,940.0,-5.0,9.0,949.0,255.0,233.0,220.0,1965,1629.0,4.0,1700,1633.0,-27.0,0,0,,,,,,
373637,2015,1,25,7,US,1781,N103US,LGA,CLT,1545,1543.0,-2.0,13.0,1556.0,128.0,105.0,86.0,544,1722.0,6.0,1753,1728.0,-25.0,0,0,,,,,,
54413,2015,1,4,7,WN,7,N274WN,IND,ATL,1345,1357.0,12.0,8.0,1405.0,90.0,100.0,84.0,432,1529.0,8.0,1515,1537.0,22.0,0,0,,10.0,0.0,12.0,0.0,0.0
512279,2015,2,3,2,WN,455,N224WN,DAL,AUS,1850,1859.0,9.0,8.0,1907.0,55.0,48.0,36.0,189,1943.0,4.0,1945,1947.0,2.0,0,0,,,,,,
1510227,2015,4,7,2,AA,1018,N425AA,BWI,DFW,1517,1514.0,-3.0,19.0,1533.0,213.0,221.0,195.0,1217,1748.0,7.0,1750,1755.0,5.0,0,0,,,,,,
3639982,2015,8,14,5,AA,1915,N832AW,CLE,CLT,1530,1523.0,-7.0,26.0,1549.0,97.0,107.0,68.0,430,1657.0,13.0,1707,1710.0,3.0,0,0,,,,,,
5277196,2015,11,27,5,NK,725,N531NK,MCI,IAH,645,640.0,-5.0,19.0,659.0,118.0,129.0,101.0,643,840.0,9.0,843,849.0,6.0,0,0,,,,,,
4695735,2015,10,20,2,DL,885,N920DL,10397,11986,1515,1510.0,-5.0,15.0,1525.0,121.0,110.0,91.0,640,1656.0,4.0,1716,1700.0,-16.0,0,0,,,,,,
308970,2015,1,21,3,WN,650,N245WN,LAS,OAK,950,947.0,-3.0,10.0,957.0,90.0,79.0,63.0,407,1100.0,6.0,1120,1106.0,-14.0,0,0,,,,,,
1887383,2015,4,30,4,DL,1241,N352NB,ATL,HOU,2043,2046.0,3.0,20.0,2106.0,133.0,122.0,100.0,696,2146.0,2.0,2156,2148.0,-8.0,0,0,,,,,,
102362,2015,1,7,3,MQ,3153,N820MQ,TLH,DFW,1333,1325.0,-8.0,11.0,1336.0,157.0,151.0,132.0,767,1448.0,8.0,1510,1456.0,-14.0,0,0,,,,,,
3955182,2015,9,3,4,UA,694,N846UA,ORD,LGA,700,655.0,-5.0,11.0,706.0,130.0,112.0,98.0,733,944.0,3.0,1010,947.0,-23.0,0,0,,,,,,
5696216,2015,12,23,3,NK,118,N629NK,DTW,MCI,1841,1941.0,60.0,9.0,1950.0,124.0,148.0,103.0,629,2033.0,36.0,1945,2109.0,84.0,0,0,,24.0,0.0,2.0,58.0,0.0
538217,2015,2,5,4,AS,65,N796AS,JNU,ANC,1332,1347.0,15.0,10.0,1357.0,109.0,100.0,86.0,571,1523.0,4.0,1521,1527.0,6.0,0,0,,,,,,
4725532,2015,10,22,4,WN,734,N229WN,11292,10713,1215,1233.0,18.0,11.0,1244.0,115.0,99.0,85.0,649,1409.0,3.0,1410,1412.0,2.0,0,0,,,,,,
2966258,2015,7,5,7,DL,1873,N914DE,MIA,ATL,2026,2021.0,-5.0,19.0,2040.0,124.0,110.0,85.0,594,2205.0,6.0,2230,2211.0,-19.0,0,0,,,,,,
3505602,2015,8,6,4,UA,1674,N69818,SFO,EWR,1615,1616.0,1.0,17.0,1633.0,330.0,306.0,282.0,2565,15.0,7.0,45,22.0,-23.0,0,0,,,,,,
1481237,2015,4,5,7,AA,223,N3EXAA,BOS,LAX,1955,1947.0,-8.0,13.0,2000.0,394.0,402.0,374.0,2611,2314.0,15.0,2329,2329.0,0.0,0,0,,,,,,
1755205,2015,4,22,3,WN,39,N515SW,HOU,HRL,1755,1755.0,0.0,9.0,1804.0,60.0,59.0,47.0,277,1851.0,3.0,1855,1854.0,-1.0,0,0,,,,,,
5574248,2015,12,16,3,OO,5501,N767SK,SHV,DEN,906,903.0,-3.0,13.0,916.0,143.0,136.0,116.0,792,1012.0,7.0,1029,1019.0,-10.0,0,0,,,,,,
3102803,2015,7,13,1,WN,401,N8313F,PHX,PDX,2110,2137.0,27.0,7.0,2144.0,155.0,139.0,128.0,1009,2352.0,4.0,2345,2356.0,11.0,0,0,,,,,,
333846,2015,1,22,4,WN,52,N383SW,HOU,DAL,1900,1900.0,0.0,11.0,1911.0,60.0,53.0,39.0,239,1950.0,3.0,2000,1953.0,-7.0,0,0,,,,,,
5653479,2015,12,21,1,WN,2684,N388SW,STL,MKE,815,807.0,-8.0,12.0,819.0,70.0,65.0,49.0,317,908.0,4.0,925,912.0,-13.0,0,0,,,,,,
57433,2015,1,4,7,OO,2579,N868CA,SAN,LAX,1645,1638.0,-7.0,9.0,1647.0,45.0,44.0,23.0,109,1710.0,12.0,1730,1722.0,-8.0,0,0,,,,,,
5398929,2015,12,4,5,WN,42,N7745A,HOU,DAL,1630,1634.0,4.0,7.0,1641.0,60.0,55.0,44.0,239,1725.0,4.0,1730,1729.0,-1.0,0,0,,,,,,
3066771,2015,7,11,6,WN,4264,N242WN,LAX,SMF,1815,1812.0,-3.0,12.0,1824.0,75.0,75.0,58.0,373,1922.0,5.0,1930,1927.0,-3.0,0,0,,,,,,
5585439,2015,12,16,3,F9,332,N220FR,DEN,MSP,2055,2253.0,118.0,16.0,2309.0,118.0,107.0,85.0,680,134.0,6.0,2353,140.0,107.0,0,0,,16.0,0.0,47.0,44.0,0.0
1048255,2015,3,10,2,UA,1422,N73291,DEN,DCA,956,1002.0,6.0,15.0,1017.0,198.0,184.0,165.0,1476,1502.0,4.0,1514,1506.0,-8.0,0,0,,,,,,
1491026,2015,4,6,1,MQ,3026,N669MQ,BWI,JFK,1245,1416.0,91.0,17.0,1433.0,67.0,69.0,45.0,184,1518.0,7.0,1352,1525.0,93.0,0,0,,2.0,0.0,8.0,83.0,0.0
21693,2015,1,2,5,EV,4973,N849AS,ATL,GTR,1253,1248.0,-5.0,10.0,1258.0,68.0,65.0,52.0,241,1250.0,3.0,1301,1253.0,-8.0,0,0,,,,,,
2796940,2015,6,25,4,DL,1754,N130DL,LAX,ATL,1210,1217.0,7.0,13.0,1230.0,269.0,241.0,223.0,1947,1913.0,5.0,1939,1918.0,-21.0,0,0,,,,,,
5576407,2015,12,16,3,AA,1743,N954UW,PVD,PHL,1117,1107.0,-10.0,12.0,1119.0,83.0,71.0,53.0,237,1212.0,6.0,1240,1218.0,-22.0,0,0,,,,,,
4546202,2015,10,11,7,DL,1767,N906AT,10397,11721,930,928.0,-2.0,8.0,936.0,113.0,107.0,94.0,645,1110.0,5.0,1123,1115.0,-8.0,0,0,,,,,,
2985055,2015,7,6,1,UA,1623,N37470,IAD,LAX,2229,2225.0,-4.0,13.0,2238.0,327.0,326.0,298.0,2288,36.0,15.0,56,51.0,-5.0,0,0,,,,,,
2188128,2015,5,19,2,AS,306,N618AS,SFO,PSP,1450,1527.0,37.0,19.0,1546.0,94.0,87.0,63.0,421,1649.0,5.0,1624,1654.0,30.0,0,0,,0.0,0.0,0.0,30.0,0.0
4292008,2015,9,25,5,AA,1965,N196UW,LAX,CLT,40,37.0,-3.0,12.0,49.0,289.0,289.0,269.0,2125,818.0,8.0,829,826.0,-3.0,0,0,,,,,,
742832,2015,2,18,3,NK,852,N604NK,MYR,DTW,2025,2018.0,-7.0,8.0,2026.0,117.0,126.0,91.0,636,2157.0,27.0,2222,2224.0,2.0,0,0,,,,,,
5669171,2015,12,22,2,DL,889,N932DN,RSW,MSP,740,733.0,-7.0,13.0,746.0,220.0,200.0,185.0,1416,951.0,2.0,1020,953.0,-27.0,0,0,,,,,,
170642,2015,1,12,1,DL,854,N673DL,SFO,DTW,700,654.0,-6.0,28.0,722.0,275.0,287.0,248.0,2079,1430.0,11.0,1435,1441.0,6.0,0,0,,,,,,
3784616,2015,8,23,7,AA,51,N436AA,DFW,STL,1520,1516.0,-4.0,14.0,1530.0,110.0,95.0,78.0,550,1648.0,3.0,1710,1651.0,-19.0,0,0,,,,,,
2463248,2015,6,5,5,VX,913,N854VA,LAS,SFO,1445,1440.0,-5.0,11.0,1451.0,95.0,82.0,66.0,414,1557.0,5.0,1620,1602.0,-18.0,0,0,,,,,,
1280263,2015,3,24,2,NK,713,N524NK,MCO,IAH,1258,1248.0,-10.0,13.0,1301.0,161.0,148.0,129.0,854,1410.0,6.0,1439,1416.0,-23.0,0,0,,,,,,
1000342,2015,3,7,6,UA,440,N855UA,IAD,HDN,945,1001.0,16.0,11.0,1012.0,259.0,249.0,234.0,1582,1206.0,4.0,1204,1210.0,6.0,0,0,,,,,,
3559767,2015,8,9,7,OO,3428,N227AG,SEA,BOI,2135,2127.0,-8.0,30.0,2157.0,84.0,96.0,62.0,399,2359.0,4.0,2359,3.0,4.0,0,0,,,,,,
896055,2015,2,28,6,EV,5086,N843AS,FAY,ATL,1654,1649.0,-5.0,12.0,1701.0,86.0,87.0,66.0,331,1807.0,9.0,1820,1816.0,-4.0,0,0,,,,,,
4115554,2015,9,13,7,EV,4344,N11526,CRP,IAH,1910,1900.0,-10.0,9.0,1909.0,65.0,56.0,40.0,201,1949.0,7.0,2015,1956.0,-19.0,0,0,,,,,,
1120278,2015,3,14,6,WN,3015,N7742B,BNA,HOU,1555,1557.0,2.0,17.0,1614.0,130.0,134.0,113.0,670,1807.0,4.0,1805,1811.0,6.0,0,0,,,,,,
1940207,2015,5,4,1,WN,280,N8606C,DEN,IND,1020,1038.0,18.0,23.0,1101.0,150.0,150.0,122.0,977,1503.0,5.0,1450,1508.0,18.0,0,0,,0.0,0.0,17.0,1.0,0.0
5493454,2015,12,10,4,MQ,3316,N651MQ,ORD,FSD,2003,1956.0,-7.0,16.0,2012.0,105.0,108.0,85.0,462,2137.0,7.0,2148,2144.0,-4.0,0,0,,,,,,
1806983,2015,4,26,7,WN,312,N211WN,FNT,MCO,625,620.0,-5.0,6.0,626.0,155.0,143.0,128.0,1011,834.0,9.0,900,843.0,-17.0,0,0,,,,,,
37483,2015,1,3,6,AA,348,N3GLAA,DFW,FLL,1225,1253.0,28.0,12.0,1305.0,160.0,167.0,149.0,1119,1634.0,6.0,1605,1640.0,35.0,0,0,,7.0,0.0,2.0,26.0,0.0
2922261,2015,7,2,4,WN,4559,N459WN,PHX,BUR,2020,2024.0,4.0,8.0,2032.0,80.0,70.0,59.0,369,2131.0,3.0,2140,2134.0,-6.0,0,0,,,,,,
1260335,2015,3,23,1,DL,1127,N960DN,ATL,IND,947,954.0,7.0,20.0,1014.0,93.0,94.0,69.0,432,1123.0,5.0,1120,1128.0,8.0,0,0,,,,,,
5464643,2015,12,9,3,DL,2134,N948DL,MSP,LGA,700,657.0,-3.0,28.0,725.0,165.0,173.0,134.0,1020,1039.0,11.0,1045,1050.0,5.0,0,0,,,,,,
3258797,2015,7,23,4,DL,904,N820DN,LGA,ATL,700,655.0,-5.0,36.0,731.0,151.0,148.0,104.0,762,915.0,8.0,931,923.0,-8.0,0,0,,,,,,
1510649,2015,4,7,2,EV,5272,N979EV,DTW,LEX,1541,1536.0,-5.0,19.0,1555.0,79.0,77.0,54.0,296,1649.0,4.0,1700,1653.0,-7.0,0,0,,,,,,
5518521,2015,12,12,6,NK,564,N616NK,SAN,ORD,1405,1409.0,4.0,30.0,1439.0,235.0,248.0,202.0,1723,2001.0,16.0,2000,2017.0,17.0,0,0,,14.0,0.0,3.0,0.0,0.0
5645178,2015,12,20,7,OO,5218,N471CA,ABQ,DEN,1639,1633.0,-6.0,18.0,1651.0,85.0,86.0,61.0,349,1752.0,7.0,1804,1759.0,-5.0,0,0,,,,,,
3727425,2015,8,19,3,AA,624,N173US,SEA,CLT,2210,2204.0,-6.0,19.0,2223.0,291.0,285.0,257.0,2279,540.0,9.0,601,549.0,-12.0,0,0,,,,,,
5555767,2015,12,15,2,AA,460,N807AW,RNO,PHX,620,616.0,-4.0,24.0,640.0,107.0,107.0,79.0,601,859.0,4.0,907,903.0,-4.0,0,0,,,,,,
2228409,2015,5,21,4,DL,31,N993DL,ATL,MEM,2146,2154.0,8.0,15.0,2209.0,84.0,75.0,57.0,332,2206.0,3.0,2210,2209.0,-1.0,0,0,,,,,,
4813527,2015,10,28,3,WN,2226,N207WN,13232,14107,700,659.0,-1.0,9.0,708.0,230.0,206.0,193.0,1444,821.0,4.0,850,825.0,-25.0,0,0,,,,,,
2325916,2015,5,28,4,WN,848,N499WN,ONT,LAS,900,854.0,-6.0,10.0,904.0,55.0,56.0,41.0,197,945.0,5.0,955,950.0,-5.0,0,0,,,,,,
3878857,2015,8,29,6,AA,804,N108UW,CLT,STT,950,956.0,6.0,20.0,1016.0,226.0,227.0,200.0,1520,1336.0,7.0,1336,1343.0,7.0,0,0,,,,,,
4640784,2015,10,17,6,AA,691,N971UY,14107,11057,505,459.0,-6.0,14.0,513.0,236.0,226.0,201.0,1773,1134.0,11.0,1201,1145.0,-16.0,0,0,,,,,,
2069333,2015,5,12,2,AA,1510,N855AA,MIA,JFK,954,1013.0,19.0,26.0,1039.0,190.0,183.0,150.0,1089,1309.0,7.0,1304,1316.0,12.0,0,0,,,,,,
2236559,2015,5,22,5,WN,2493,N645SW,SMF,SAN,1215,1212.0,-3.0,8.0,1220.0,85.0,85.0,74.0,480,1334.0,3.0,1340,1337.0,-3.0,0,0,,,,,,
3084354,2015,7,12,7,AA,163,N791AA,JFK,SFO,2000,1956.0,-4.0,33.0,2029.0,399.0,380.0,343.0,2586,2312.0,4.0,2339,2316.0,-23.0,0,0,,,,,,
5635337,2015,12,20,7,F9,782,N223FR,LAS,DEN,615,610.0,-5.0,22.0,632.0,115.0,120.0,89.0,628,901.0,9.0,910,910.0,0.0,0,0,,,,,,
544274,2015,2,5,4,AS,149,N611AS,LAX,ANC,1940,1935.0,-5.0,16.0,1951.0,345.0,314.0,290.0,2345,2341.0,8.0,25,2349.0,-36.0,0,0,,,,,,
3937887,2015,9,2,3,NK,261,N510NK,PHL,ORD,610,602.0,-8.0,14.0,616.0,134.0,140.0,95.0,678,651.0,31.0,724,722.0,-2.0,0,0,,,,,,
2781430,2015,6,24,3,DL,2173,N926DL,MIA,ATL,1400,1359.0,-1.0,16.0,1415.0,131.0,222.0,87.0,594,1542.0,119.0,1611,1741.0,90.0,0,0,,90.0,0.0,0.0,0.0,0.0
86116,2015,1,6,2,UA,1240,N20904,SFO,IAH,1240,1311.0,31.0,20.0,1331.0,217.0,221.0,194.0,1635,1845.0,7.0,1817,1852.0,35.0,0,0,,4.0,0.0,31.0,0.0,0.0
5346928,2015,12,1,2,OO,2949,N435SW,BFL,PHX,1230,1222.0,-8.0,12.0,1234.0,92.0,105.0,72.0,425,1446.0,21.0,1502,1507.0,5.0,0,0,,,,,,
4976892,2015,11,7,6,UA,1950,N37273,SFO,CLE,1351,1343.0,-8.0,12.0,1355.0,283.0,264.0,245.0,2161,2100.0,7.0,2134,2107.0,-27.0,0,0,,,,,,
1422644,2015,4,2,4,MQ,3009,N635MQ,CMI,DFW,730,719.0,-11.0,9.0,728.0,134.0,134.0,110.0,692,918.0,15.0,944,933.0,-11.0,0,0,,,,,,
3551333,2015,8,9,7,OO,6406,N702BR,EUG,SFO,1248,1340.0,52.0,20.0,1400.0,102.0,102.0,77.0,451,1517.0,5.0,1430,1522.0,52.0,0,0,,0.0,0.0,0.0,52.0,0.0
5054116,2015,11,12,4,DL,2338,N924DN,ATL,DCA,1220,1220.0,0.0,21.0,1241.0,104.0,107.0,79.0,547,1400.0,7.0,1404,1407.0,3.0,0,0,,,,,,
3973301,2015,9,4,5,DL,801,N966DL,ATL,RSW,810,808.0,-2.0,17.0,825.0,94.0,93.0,72.0,515,937.0,4.0,944,941.0,-3.0,0,0,,,,,,
3977962,2015,9,4,5,AS,399,N457AS,SJC,SEA,1240,1235.0,-5.0,16.0,1251.0,114.0,129.0,105.0,697,1436.0,8.0,1434,1444.0,10.0,0,0,,,,,,
3152436,2015,7,16,4,WN,3324,N653SW,IND,ATL,1840,1838.0,-2.0,9.0,1847.0,95.0,80.0,60.0,432,1947.0,11.0,2015,1958.0,-17.0,0,0,,,,,,
5701129,2015,12,24,4,DL,1575,N327NW,IND,ATL,705,852.0,107.0,122.0,1054.0,116.0,220.0,86.0,432,1220.0,12.0,901,1232.0,211.0,0,0,,207.0,0.0,4.0,0.0,0.0
3894632,2015,8,30,7,WN,480,N434WN,OAK,MCI,1225,1231.0,6.0,9.0,1240.0,200.0,191.0,178.0,1489,1738.0,4.0,1745,1742.0,-3.0,0,0,,,,,,
569769,2015,2,7,6,AA,142,N520AA,DFW,MKE,1445,1439.0,-6.0,9.0,1448.0,137.0,137.0,120.0,853,1648.0,8.0,1702,1656.0,-6.0,0,0,,,,,,
4688236,2015,10,20,2,UA,1921,N41135,12266,13204,737,752.0,15.0,15.0,807.0,145.0,123.0,103.0,854,1050.0,5.0,1102,1055.0,-7.0,0,0,,,,,,
503714,2015,2,3,2,EV,4087,N14907,EWR,IND,953,1011.0,18.0,20.0,1031.0,139.0,146.0,118.0,645,1229.0,8.0,1212,1237.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0
3052577,2015,7,10,5,EV,5246,N852AS,DTW,AVP,1952,1946.0,-6.0,19.0,2005.0,84.0,80.0,58.0,399,2103.0,3.0,2116,2106.0,-10.0,0,0,,,,,,
5159352,2015,11,19,4,OO,4577,N8903A,LSE,MSP,700,656.0,-4.0,15.0,711.0,67.0,48.0,28.0,119,739.0,5.0,807,744.0,-23.0,0,0,,,,,,
792063,2015,2,22,7,DL,2203,N6713Y,ATL,LAS,825,823.0,-2.0,15.0,838.0,278.0,300.0,278.0,1747,1016.0,7.0,1003,1023.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
1389876,2015,3,31,2,UA,1620,N14704,ORD,LGA,800,755.0,-5.0,22.0,817.0,128.0,121.0,95.0,733,1052.0,4.0,1108,1056.0,-12.0,0,0,,,,,,
534082,2015,2,5,4,HA,341,N489HA,ITO,HNL,927,921.0,-6.0,8.0,929.0,51.0,57.0,38.0,216,1007.0,11.0,1018,1018.0,0.0,0,0,,,,,,
3755389,2015,8,21,5,B6,307,N183JB,PWM,JFK,1534,1531.0,-3.0,17.0,1548.0,86.0,72.0,48.0,273,1636.0,7.0,1700,1643.0,-17.0,0,0,,,,,,
2684775,2015,6,18,4,MQ,3232,N925MQ,TYS,ORD,1811,,,,,109.0,,,475,,,1900,,,0,1,B,,,,,
1988097,2015,5,7,4,EV,4126,N18556,BOS,CLE,820,811.0,-9.0,15.0,826.0,128.0,111.0,91.0,563,957.0,5.0,1028,1002.0,-26.0,0,0,,,,,,
1786876,2015,4,24,5,DL,1538,N525US,LAS,MSP,1601,1602.0,1.0,17.0,1619.0,181.0,183.0,163.0,1299,2102.0,3.0,2102,2105.0,3.0,0,0,,,,,,
1430960,2015,4,2,4,OO,6192,N983CA,SBA,DEN,1536,,,,,154.0,,,916,,,1910,,,0,1,B,,,,,
847355,2015,2,25,3,B6,813,N552JB,HPN,FLL,1529,1527.0,-2.0,8.0,1535.0,190.0,176.0,163.0,1097,1818.0,5.0,1839,1823.0,-16.0,0,0,,,,,,
456465,2015,1,30,5,US,1769,N644AW,CLT,MCI,1959,2000.0,1.0,16.0,2016.0,154.0,159.0,139.0,808,2135.0,4.0,2133,2139.0,6.0,0,0,,,,,,
2374503,2015,5,31,7,UA,701,N807UA,SFO,AUS,1043,1040.0,-3.0,20.0,1100.0,211.0,211.0,187.0,1504,1607.0,4.0,1614,1611.0,-3.0,0,0,,,,,,
